,Year,Laureate_Id_x,Firstname_x,Lastname_x,Category,Prize_Share,Motivation,Name_key,Laureate_Id_y,Firstname_y,Lastname_y,Gender,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country
615,1991,445,Bert,Sakmann,medicine,2,"""for their discoveries concerning the function of single ion channels in cells""",Bert Sakmann,445,Bert,Sakmann,male,12/06/1942,Germany,Stuttgart,DE,0000-00-00,,,,Max-Planck-Institut für medizinische Forschung,Heidelberg,Germany
616,1991,141,Pierre-Gilles,de Gennes,physics,1,"""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter in particular to liquid crystals and polymers""",Pierre-Gilles de Gennes,141,Pierre-Gilles,de Gennes,male,24/10/1932,France,Paris,FR,18/05/2007,France,Orsay,FR,Collège de France,Paris,France
617,1991,553,Aung San Suu Kyi,,peace,1,"""for her non-violent struggle for democracy and human rights""",,467,Institute of International Law,,org,1873-00-00,,,,0000-00-00,,,,,,
618,1991,444,Erwin,Neher,medicine,2,"""for their discoveries concerning the function of single ion channels in cells""",Erwin Neher,444,Erwin,Neher,male,20/03/1944,Germany,Landsberg,DE,0000-00-00,,,,Max-Planck-Institut für Biophysikalische Chemie,Göttingen,Germany
619,1991,276,Richard R.,Ernst,chemistry,1,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",Richard R. Ernst,276,Richard R.,Ernst,male,14/08/1933,Switzerland,Winterthur,CH,04/06/2021,Switzerland,Winterthur,CH,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland
620,1992,669,Derek,Walcott,literature,1,"""for a poetic oeuvre of great luminosity sustained by a historical vision the outcome of a multicultural commitment""",Derek Walcott,669,Derek,Walcott,male,23/01/1930,Saint Lucia,Castries,LC,17/03/2017,Saint Lucia,Gros-Islet,LC,,,
621,1992,446,Edmond H.,Fischer,medicine,2,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",Edmond H. Fischer,446,Edmond H.,Fischer,male,06/04/1920,China,Shanghai,CN,27/08/2021,USA,Seattle WA,US,University of Washington,Seattle WA,USA
622,1992,277,Rudolph A.,Marcus,chemistry,1,"""for his contributions to the theory of electron transfer reactions in chemical systems""",Rudolph A. Marcus,277,Rudolph A.,Marcus,male,21/07/1923,Canada,Montreal,CA,0000-00-00,,,,California Institute of Technology (Caltech),Pasadena CA,USA
623,1992,708,Gary,Becker,economics,1,"""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction including nonmarket behaviour""",Gary Becker,708,Gary,Becker,male,02/12/1930,USA,Pottsville PA,US,03/05/2014,USA,Chicago IL,US,University of Chicago,Chicago IL,USA
624,1992,554,Rigoberta,Menchú Tum,peace,1,"""for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""",Rigoberta Menchú Tum,554,Rigoberta,Menchú Tum,female,09/01/1959,Guatemala,Aldea Chimel,GT,0000-00-00,,,,,,
625,1992,142,Georges,Charpak,physics,1,"""for his invention and development of particle detectors in particular the multiwire proportional chamber""",Georges Charpak,142,Georges,Charpak,male,01/08/1924,Poland,Dabrovica,PL,29/09/2010,France,Paris,FR,École Supérieure de Physique et Chimie,Paris,France
626,1992,447,Edwin G.,Krebs,medicine,2,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",Edwin G. Krebs,447,Edwin G.,Krebs,male,06/06/1918,USA,Lansing IA,US,21/12/2009,USA,Seattle WA,US,University of Washington,Seattle WA,USA
627,1993,143,Russell A.,Hulse,physics,2,"""for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation""",Russell A. Hulse,143,Russell A.,Hulse,male,28/11/1950,USA,New York NY,US,0000-00-00,,,,Princeton University,Princeton NJ,USA
628,1993,144,Joseph H.,Taylor Jr.,physics,2,"""for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation""",Joseph H. Taylor Jr.,144,Joseph H.,Taylor Jr.,male,29/03/1941,USA,Philadelphia PA,US,0000-00-00,,,,Princeton University,Princeton NJ,USA
629,1993,670,Toni,Morrison,literature,1,"""who in novels characterized by visionary force and poetic import gives life to an essential aspect of American reality""",Toni Morrison,670,Toni,Morrison,female,18/02/1931,USA,Lorain OH,US,05/08/2019,USA,New York NY,US,,,
630,1993,710,Douglass C.,North,economics,2,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",Douglass C. North,710,Douglass C.,North,male,05/11/1920,USA,Cambridge MA,US,23/11/2015,USA,Benzonia MI,US,Washington University,St. Louis MO,USA
631,1993,279,Michael,Smith,chemistry,2,"""for his fundamental contributions to the establishment of oligonucleotide-based site-directed mutagenesis and its development for protein studies""",Michael Smith,279,Michael,Smith,male,26/04/1932,United Kingdom,Blackpool,GB,04/10/2000,Canada,Vancouver,CA,University of British Columbia,Vancouver,Canada
632,1993,449,Phillip A.,Sharp,medicine,2,"""for their discoveries of split genes""",Phillip A. Sharp,449,Phillip A.,Sharp,male,06/06/1944,USA,Falmouth KY,US,0000-00-00,,,,Massachusetts Institute of Technology (MIT) Center for Cancer Research,Cambridge MA,USA
633,1993,448,Richard J.,Roberts,medicine,2,"""for their discoveries of split genes""",Richard J. Roberts,448,Richard J.,Roberts,male,06/09/1943,United Kingdom,Derby,GB,0000-00-00,,,,New England Biolabs,Beverly MA,USA
634,1993,278,Kary B.,Mullis,chemistry,2,"""for his invention of the polymerase chain reaction (PCR) method""",Kary B. Mullis,278,Kary B.,Mullis,male,28/12/1944,USA,Lenoir NC,US,07/08/2019,USA,Newport Beach CA,US,,,
635,1993,556,F.W.,de Klerk,peace,2,"""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa""",F.W. de Klerk,556,F.W.,de Klerk,male,18/03/1936,South Africa,Johannesburg,ZA,11/11/2021,South Africa,Cape Town,ZA,,,
636,1993,709,Robert W.,Fogel,economics,2,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",Robert W. Fogel,709,Robert W.,Fogel,male,01/07/1927,USA,New York NY,US,11/06/2013,USA,Oak Lawn IL,US,University of Chicago,Chicago IL,USA
637,1993,555,Nelson,Mandela,peace,2,"""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa""",Nelson Mandela,555,Nelson,Mandela,male,18/07/1918,South Africa,Qunu,ZA,05/12/2013,South Africa,Johannesburg,ZA,,,
638,1994,450,Alfred G.,Gilman,medicine,2,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",Alfred G. Gilman,450,Alfred G.,Gilman,male,01/07/1941,USA,New Haven CT,US,23/12/2015,USA,Dallas TX,US,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA
639,1994,451,Martin,Rodbell,medicine,2,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",Martin Rodbell,451,Martin,Rodbell,male,01/12/1925,USA,Baltimore MD,US,07/12/1998,USA,Chapel Hill NC,US,National Institute of Environmental Health Sciences,Research Triangle Park NC,USA
640,1994,280,George A.,Olah,chemistry,1,"""for his contribution to carbocation chemistry""",George A. Olah,280,George A.,Olah,male,22/05/1927,Hungary,Budapest,HU,08/03/2017,USA,Los Angeles CA,US,University of Southern California,Los Angeles CA,USA
641,1994,145,Bertram N.,Brockhouse,physics,2,"""for the development of neutron spectroscopy""",Bertram N. Brockhouse,145,Bertram N.,Brockhouse,male,15/07/1918,Canada,Lethbridge Alberta,CA,13/10/2003,Canada,Hamilton Ontario,CA,McMaster University,Hamilton Ontario,Canada
642,1994,146,Clifford G.,Shull,physics,2,"""for the development of the neutron diffraction technique""",Clifford G. Shull,146,Clifford G.,Shull,male,23/09/1915,USA,Pittsburgh PA,US,31/03/2001,USA,Medford MA,US,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
643,1994,671,Kenzaburo,Oe,literature,1,"""who with poetic force creates an imagined world where life and myth condense to form a disconcerting picture of the human predicament today""",Kenzaburo Oe,671,Kenzaburo,Oe,male,31/01/1935,Japan,Uchiko,JP,03/03/2023,Japan,Tokyo,JP,,,
644,1994,557,Yasser,Arafat,peace,3,"""for their efforts to create peace in the Middle East""",Yasser Arafat,557,Yasser,Arafat,male,24/08/1929,Egypt,Cairo,EG,11/11/2004,France,Paris,FR,,,
645,1994,559,Yitzhak,Rabin,peace,3,"""for their efforts to create peace in the Middle East""",Yitzhak Rabin,559,Yitzhak,Rabin,male,01/03/1922,British Mandate of Palestine (now Israel),Jerusalem,IL,04/11/1995,Israel,Tel Aviv,IL,,,
646,1994,558,Shimon,Peres,peace,3,"""for their efforts to create peace in the Middle East""",Shimon Peres,558,Shimon,Peres,male,16/08/1923,Poland (now Belarus),Vishneva,BY,28/09/2016,Israel,Tel Aviv,IL,,,
647,1994,711,John C.,Harsanyi,economics,3,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",John C. Harsanyi,711,John C.,Harsanyi,male,29/05/1920,Hungary,Budapest,HU,09/08/2000,USA,Berkeley CA,US,University of California,Berkeley CA,USA
648,1994,712,John F.,Nash Jr.,economics,3,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",John F. Nash Jr.,712,John F.,Nash Jr.,male,13/06/1928,USA,Bluefield WV,US,23/05/2015,USA,New Jersey NJ,US,Princeton University,Princeton NJ,USA
649,1994,713,Reinhard,Selten,economics,3,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",Reinhard Selten,713,Reinhard,Selten,male,05/10/1930,Germany (now Poland),Breslau (now Wroclaw),PL,23/08/2016,Poland,Poznan,PL,Rheinische Friedrich-Wilhelms-Universität,Bonn,Germany
650,1995,148,Frederick,Reines,physics,2,"""for the detection of the neutrino""",Frederick Reines,148,Frederick,Reines,male,16/03/1918,USA,Paterson NJ,US,26/08/1998,USA,Orange CA,US,University of California,Irvine CA,USA
651,1995,452,Edward B.,Lewis,medicine,3,"""for their discoveries concerning the genetic control of early embryonic development""",Edward B. Lewis,452,Edward B.,Lewis,male,20/05/1918,USA,Wilkes-Barre PA,US,21/07/2004,USA,Pasadena CA,US,California Institute of Technology (Caltech),Pasadena CA,USA
652,1995,281,Paul J.,Crutzen,chemistry,3,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",Paul J. Crutzen,281,Paul J.,Crutzen,male,03/12/1933,the Netherlands,Amsterdam,NL,28/01/2021,Germany,Mainz,DE,Max-Planck-Institut für Chemie,Mainz,Germany
653,1995,282,Mario J.,Molina,chemistry,3,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",Mario J. Molina,282,Mario J.,Molina,male,19/03/1943,Mexico,Mexico City,MX,07/10/2020,Mexico,Mexico City,MX,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
654,1995,714,Robert E.,Lucas Jr.,economics,1,"""for having developed and applied the hypothesis of rational expectations and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy""",Robert E. Lucas Jr.,714,Robert E.,Lucas Jr.,male,15/09/1937,USA,Yakima WA,US,15/05/2023,,,,University of Chicago,Chicago IL,USA
655,1995,672,Seamus,Heaney,literature,1,"""for works of lyrical beauty and ethical depth which exalt everyday miracles and the living past""",Seamus Heaney,672,Seamus,Heaney,male,13/04/1939,Northern Ireland,Casteldàwson,GB,30/08/2013,Ireland,Dublin,IE,,,
656,1995,283,F. Sherwood,Rowland,chemistry,3,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",F. Sherwood Rowland,283,F. Sherwood,Rowland,male,28/06/1927,USA,Delaware OH,US,10/03/2012,USA,Corona del Mar CA,US,University of California,Irvine CA,USA
657,1995,453,Christiane,Nüsslein-Volhard,medicine,3,"""for their discoveries concerning the genetic control of early embryonic development""",Christiane Nüsslein-Volhard,453,Christiane,Nüsslein-Volhard,female,20/10/1942,Germany,Magdeburg,DE,0000-00-00,,,,Max-Planck-Institut für Entwicklungsbiologie,Tübingen,Germany
658,1995,560,Joseph,Rotblat,peace,2,"""for their efforts to diminish the part played by nuclear arms in international politics and in the longer run to eliminate such arms""",Joseph Rotblat,560,Joseph,Rotblat,male,04/11/1908,Russian Empire (now Poland),Warsaw,PL,31/08/2005,United Kingdom,London,GB,,,
659,1995,561,Pugwash Conferences on Science and World Affairs,,peace,2,"""for their efforts to diminish the part played by nuclear arms in international politics and in the longer run to eliminate such arms""",,467,Institute of International Law,,org,1873-00-00,,,,0000-00-00,,,,,,
660,1995,147,Martin L.,Perl,physics,2,"""for the discovery of the tau lepton""",Martin L. Perl,147,Martin L.,Perl,male,24/06/1927,USA,New York NY,US,30/09/2014,USA,Palo Alto CA,US,Stanford University,Stanford CA,USA
661,1995,454,Eric F.,Wieschaus,medicine,3,"""for their discoveries concerning the genetic control of early embryonic development""",Eric F. Wieschaus,454,Eric F.,Wieschaus,male,08/06/1947,USA,South Bend IN,US,0000-00-00,,,,Princeton University,Princeton NJ,USA
662,1996,149,David M.,Lee,physics,3,"""for their discovery of superfluidity in helium-3""",David M. Lee,149,David M.,Lee,male,20/01/1931,USA,Rye NY,US,0000-00-00,,,,Cornell University,Ithaca NY,USA
663,1996,151,Robert C.,Richardson,physics,3,"""for their discovery of superfluidity in helium-3""",Robert C. Richardson,151,Robert C.,Richardson,male,26/06/1937,USA,Washington D.C.,US,19/02/2013,USA,Ithaca NY,US,Cornell University,Ithaca NY,USA
664,1996,150,Douglas D.,Osheroff,physics,3,"""for their discovery of superfluidity in helium-3""",Douglas D. Osheroff,150,Douglas D.,Osheroff,male,01/08/1945,USA,Aberdeen WA,US,0000-00-00,,,,Stanford University,Stanford CA,USA
665,1996,455,Peter C.,Doherty,medicine,2,"""for their discoveries concerning the specificity of the cell mediated immune defence""",Peter C. Doherty,455,Peter C.,Doherty,male,15/10/1940,Australia,Brisbane,AU,0000-00-00,,,,St. Jude Children's Research Hospital,Memphis TN,USA
666,1996,456,Rolf M.,Zinkernagel,medicine,2,"""for their discoveries concerning the specificity of the cell mediated immune defence""",Rolf M. Zinkernagel,456,Rolf M.,Zinkernagel,male,06/01/1944,Switzerland,Basel,CH,0000-00-00,,,,University of Zurich Institute of Experimental Immunology,Zurich,Switzerland
667,1996,286,Richard E.,Smalley,chemistry,3,"""for their discovery of fullerenes""",Richard E. Smalley,286,Richard E.,Smalley,male,06/06/1943,USA,Akron OH,US,28/10/2005,USA,Houston TX,US,Rice University,Houston TX,USA
668,1996,673,Wislawa,Szymborska,literature,1,"""for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality""",Wislawa Szymborska,673,Wislawa,Szymborska,female,02/07/1923,Poland,Bnin (now Kórnik),PL,01/02/2012,Poland,Kraków,PL,,,
669,1996,562,Carlos Filipe Ximenes,Belo,peace,2,"""for their work towards a just and peaceful solution to the conflict in East Timor""",Carlos Filipe Ximenes Belo,562,Carlos Filipe Ximenes,Belo,male,03/02/1948,East Timor,Wailacama,TL,0000-00-00,,,,,,
670,1996,563,José,Ramos-Horta,peace,2,"""for their work towards a just and peaceful solution to the conflict in East Timor""",José Ramos-Horta,563,José,Ramos-Horta,male,26/12/1949,East Timor,Dili,TL,0000-00-00,,,,,,
671,1996,284,Robert F.,Curl Jr.,chemistry,3,"""for their discovery of fullerenes""",Robert F. Curl Jr.,284,Robert F.,Curl Jr.,male,23/08/1933,USA,Alice TX,US,03/07/2022,USA,Houston TX,US,Rice University,Houston TX,USA
